Date of Final Decision,Submission Number,Device,Company,Panel (Lead),Primary Product Code
12/30/25,K253532,TruSPECT Processing Station,"Spectrum Dynamics Medical, Ltd.",Radiology,QIH
12/23/25,K253091,ART-Plan+ (v3.1.0),Therapanacea Sas,Radiology,MUJ
12/23/25,K252379,AIR Recon DL,"Ge Medical Systems, LLC",Radiology,LNH
12/22/25,K252557,Lumify Diagnostic Ultrasound System,"Philips Ultrasound, LLC",Radiology,IYN
12/22/25,K252856,PeekMed web,"Peek Health, S.A.",Radiology,QIH
12/22/25,K253664,SKOUT system,Iterative Health,Gastroenterology-Urology,QNP
12/22/25,K250959,BioticsAI,"Bioticsai, Inc.",Radiology,IYN
12/19/25,K252670,Alzevita,TOPIA MEDTECH LIMITED,Radiology,QIH
12/19/25,K252029,AI-CVD,HeartLung Corporation,Radiology,QIH
12/19/25,K252284,eMurmur Heart AI,Csd Labs,Cardiovascular,DQD
12/19/25,K252838,MAGNETOM Sola; MAGNETOM Altea; MAGNETOM Sola Fit; MAGNETOM Viato.Mobile; MAGNETOM Vida; MAGNETOM Lumina; MAGNETOM Vida Fit; MAGNETOM Flow.Elite; MAGNETOM Flow.Neo; MAGNETOM Flow.Rise,Siemens Healthcare GmbH,Radiology,LNH
12/18/25,K253516,Assert-IQ (DM5100),Abbott Medical,Cardiovascular,MXD
12/18/25,K250914,MediAI-BA,"Crescom Co., Ltd.",Radiology,QIH
12/18/25,K252235,PVAD IQ Software,"Ultrasight , Ltd.",Radiology,QIH
12/17/25,K251416,UltraSight Guidance,"Ultrasight , Ltd.",Radiology,QJU
12/17/25,K252922,Neosoma Brain Mets,"Neosoma, Inc.",Radiology,QIH
12/16/25,K252204,prolaio eVO2peak Module (Version 1.0),"Prolaio, Inc.",Cardiovascular,PPW
12/16/25,K251763,IRISeg,"Intuitive Surgical, Inc.",Radiology,QIH
12/12/25,K253489,Swoop® Portable MR Imaging® System,"Hyperfine, Inc.",Radiology,LNH
12/11/25,K253141,DeepRhythmAI,Medicalgorithmics S.A.,Cardiovascular,DQK
12/11/25,K252482,CogNet AI-MT+,"Medcognetics, Inc.",Radiology,QFM
12/10/25,K252497,SANSA HSAT,Huxley Medical,Anesthesiology,MNR
12/9/25,K243449,INFINITT DPS,"Infinitt Healthcare Co., Ltd.",Pathology,QKQ
12/8/25,K252294,Fetal EchoScan (v1.2),Brightheart,Radiology,POK
12/8/25,K251936,Ceribell Delirium Monitor System,"Ceribell, Inc.",Neurology,NCG
12/5/25,K251514,Overjet CBCT Assist,"Overjet, Inc.",Radiology,QIH
12/5/25,K252504,Gastric Alimetry,"Alimetry , Ltd.",Gastroenterology-Urology,MYE
12/5/25,K251657,Personalized Therapy Comfort Settings (PTCS),ResMed Corp,Anesthesiology,BZD
12/5/25,K250780,ARTAssistant,"Manteia Technologies Co., Ltd.",Radiology,QKB
12/3/25,K251203,AVIEW Lung Nodule CAD,"Coreline Soft Co.,Ltd",Radiology,OEB
12/2/25,K252103,Acorn 3D Software (AC-SEG-4009); Acorn 3DP Model (AC-101-XX),Mighty Oak Medical,Radiology,QIH
12/1/25,K251370,Cartesion Prime (PCD-1000A/3) V10.21,Canon Medical Systems Corporation,Radiology,KPS
11/28/25,K252217,CT VScore+,"Canon Medical Informatics, Inc.",Radiology,JAK
11/26/25,K253269,OEC One CFD,"Ge Hualun Medical Systems Co. , Ltd.",Radiology,OXO
11/25/25,K253310,7600 Ultrasound System (MyLabC25); 7600 Ultrasound System (MyLabC30),"Esaote, S.P.A.",Radiology,IYN
11/25/25,K250694,Scaida BrainCT-ICH (v1.0),Mlhealth 360,Radiology,QAS
11/24/25,K252328,Voluson Expert 18; Voluson Expert 20; Voluson Expert 22,Ge Medical Systems Ultrasound and Primary Care Diagnostics,Radiology,IYN
11/24/25,K252366,a2z-Unified-Triage,"A2z Radiology Ai, Inc.",Radiology,QAS
11/21/25,K251506,Nelli (Version 7.11),Neuro Event Labs OY,Neurology,POS
11/21/25,K251293,CardioVision,Icardio.Ai,Cardiovascular,QUO
11/20/25,K251822,MAGNETOM Free.Max; MAGNETOM Free.Star,"Siemens Shenzhen Magnetic Resonance , Ltd.",Radiology,LNH
11/17/25,K252086,DTX Studio Assist,Nobel Biocare C/O Medicim NV,Radiology,MYN
11/17/25,K252330,DeepRESP,Nox Medical Ehf,Neurology,OLZ
11/14/25,K250525,Second Opinion® Panoramic,"Pearl, Inc.",Radiology,MYN
11/14/25,K251078,AutoDensity,Eos Imaging,Radiology,QIH
11/12/25,K252452,PeekMed web,"Peek Health, S.A.",Radiology,QIH
11/7/25,K250264,SugarBug (1.x),"Bench7, Inc.",Radiology,MYN
11/7/25,K252041,Fibresolve (with PCCP),"Imvaria, Inc.",Radiology,QWO
11/6/25,K253265,BriefCase-Triage,"Aidoc Medical , Ltd.",Radiology,QAS
11/3/25,K251532,Acorn 3D Software (AC-SEG-4009); Acorn 3DP Model (AC-101-XX),Mighty Oak Medical,Radiology,LLZ
11/3/25,K250330,3mensio Workstation,Pie Medical Imaging BV,Radiology,QIH
10/31/25,K252074,"Aplio i900, Aplio i800 and Aplio i700 Software V9.0 Diagnostic Ultrasound System",Canon Medical Systems Corporation,Radiology,IYN
10/30/25,K250337,AiORTA - Plan,"ViTAA Medical Solutions, Inc.",Radiology,QIH
10/29/25,K251963,LOGIQ E10s,Ge Medical Systems Ultrasound and Primary Care Diagnostics,Radiology,IYN
10/29/25,K250882,SANSA HSAT,Huxley Medical,Anesthesiology,MNR
10/29/25,K251985,LOGIQ E10,Ge Medical Systems Ultrasound and Primary Care Diagnostics,Radiology,IYN
10/27/25,K251027,cvi42 Coronary Plaque Software Application,"Circle Cardiovascular Imaging, Inc.",Radiology,QIH
10/24/25,K251059,Syngo Carbon Clinicals (VA41),Siemens Healthineers AG,Radiology,QIH
10/23/25,K250288,TeraRecon Cardiovascular.Calcification.CT,"Terarecon,Inc.",Radiology,QIH
10/22/25,K252298,ANDI 2.0,"Imeka Solutions, Inc.",Radiology,QIH
10/20/25,K252665,brAIn Shoulder Positioning,Avatar Medical,Radiology,QIH
10/17/25,K251673,X9 Ultrasound System,"X9, Inc.",Radiology,SGH
10/17/25,K251355,X1-FFR,"Spectrawave, Inc.",Radiology,QHA
10/10/25,K251082,HYDROS Robotic System (HY1000); HYDROS Handpiece (HH1000); HYDROS TRUS Probe (HU1000),Procept Biorobotics,General and Plastic Surgery,PZP
10/10/25,K251602,"Alphenix, INFX-8000V/B, INFX-8000V/S, V9.6 with aEvolve Imaging",Canon Medical Systems Corporation,Radiology,OWB
10/9/25,K251651,EPIQ Series Diagnostic Ultrasound System; Affiniti Series Diagnostic Ultrasound System,"Philips Ultrasound, LLC",Radiology,IYN
10/7/25,K252214,AIAS Cephalon,Metamorphosis GmbH,Radiology,QIH
10/6/25,K252007,BlineSlide,"Deep Breathe, Inc.",Radiology,QIH
10/3/25,K252178,MAGENTIQ-COLO (ME-APDS),"Magentiq Eye, Ltd.",Gastroenterology-Urology,QNP
10/3/25,K251639,xvision Spine system,"Augmedics, Ltd.",Neurology,SBF
10/3/25,K250662,Bunkerhill MAC,Bunkerhill Health,Radiology,JAK
10/2/25,K250766,LungQ 4,Thirona BV,Radiology,JAK
9/29/25,K250023,SMART PCFD,Disior Ltd,Radiology,QIH
9/29/25,K252054,SpineAR SNAP (SyncAR Spine),"Surgical Theater, Inc.",Neurology,SBF
9/26/25,K252105,Ligence Heart,"Ligence, UAB",Radiology,QIH
9/25/25,K251527,Brain WMH,Quantib BV,Radiology,QIH
9/25/25,K252371,uMR 680,"Shanghai United Imaging Healthcare Co., Ltd.",Radiology,LNH
9/23/25,K251483,SwiftSight-Brain,AIRS Medical Inc.,Radiology,QIH
9/23/25,K251987,Rapid Aortic Measurements,"iSchemaView, Inc.",Radiology,QIH
9/19/25,K251167,uDR Aurora CX,"Shanghai United Imaging Healthcare Co., Ltd.",Radiology,KPR
9/19/25,K251002,Videa Dental AI,VideaHealth Inc.,Radiology,MYN
9/19/25,K250649,Bunkerhill ECG-EF,BunkerHill Health,Cardiovascular,QYE
9/18/25,K250369,Axial3D Insight,Axial Medical Printing Limited,Radiology,QIH
9/17/25,K251386,ECHELON Synergy,Fujifilm Corporation,Radiology,LNH
9/17/25,K251221,Assert-IQ  (DM5000); Assert-IQ (DM5300); Assert-IQ (DM5500); Merlin.net (MN7000),Abbott,Cardiovascular,MXD
9/15/25,K250237,InferOperate Suite,"Beijing Infervision Healthcare Medical Technology Co., Ltd.",Radiology,QIH
9/12/25,K251368,FETOLY,Diagnoly,Radiology,IYN
9/12/25,K251518,Volta AF-Xplorer II,Volta Medical,Cardiovascular,DQK
9/12/25,K252586,CADDIE,Odin Medical Limited,Gastroenterology-Urology,QNP
9/11/25,K251399,SIGNA Sprint,"GE Medical Systems, LLC",Radiology,LNH
9/11/25,K250507,Hypertension Notification Feature (HTNF),Apple Inc.,Cardiovascular,SFR
9/11/25,K251316,Mazor X System / Mazor X Stealth Edition,Mazor Robotics Ltd.,Neurology,OLO
9/10/25,K244002,AngioWaveNet,"Angiowave Imaging, Inc.",Radiology,QIH
9/9/25,K251682,MuscleView 2.0,"Springbok, Inc. (dba Springbok Analytics)",Radiology,LNH
9/9/25,K251072,Segmentron Viewer,"DGNCT, LLC",Radiology,QIH
9/8/25,K251610,qER-CTA (v1.0),Qure.ai Technologies,Radiology,QAS
9/8/25,K251931,BioTraceIO Vision  (V1.7),Techsomed Medical Technologies,Radiology,QTZ
9/4/25,K251656,Careverse CoronaryDoc (Careverse CoronaryDoc),Careverse Technology Pte. Ltd.,Radiology,QIH
9/4/25,K250064,Dose+ (1.0),Mvision AI Oy,Radiology,MUJ
9/4/25,K251533,"Rapid Obstructive Hydrocephalus, Rapid OH",iSchemaView Inc.,Radiology,QAS
9/3/25,K252539,Tempus Pixel,"Arterys, Inc.",Radiology,QIH
9/2/25,K251408,OsteoSight Hip (v1),Naitive Technologies Ltd,Radiology,SAO
9/2/25,K250753,VELMENI for DENTISTS (V4D),Velmeni Inc.,Radiology,MYN
8/29/25,K243859,PRAEVAorta®2,Nurea,Radiology,QIH
8/29/25,K251106,Sonosite LX and Sonosite PX Ultrasound Systems,Fujifilm Sonosite Inc,Radiology,IYN
8/29/25,K250003,GENESEEQPRIME NGS Tumor Profiling Assay (FFPE) (GS6005),Geneseeq Technology Inc.,Pathology,PZM
8/29/25,K250290,SurgiTwin,Twinsight,Radiology,LLZ
8/28/25,K250788,Definium Tempo Select,"GE Hualun Medical Systems Co., Ltd",Radiology,KPR
8/27/25,K243687,Vital Signs,Oxehealth Limited,Cardiovascular,QME
8/26/25,K251983,Brainomix 360 Triage Stroke,Brainomix Limited,Radiology,QAS
8/22/25,K243685,MammoScreen BD,Therapixel,Radiology,QIH
8/22/25,K252362,GBrain MRI,"Galileo CDS, Inc",Radiology,QIH
8/21/25,K251029,"Vista OS, Vista AI Scan, RTHawk","Vista AI, Inc.",Radiology,LNH
8/20/25,K251481,ACUSON Sequoia Diagnostic Ultrasound System; ACUSON Sequoia Select Diagnostic Ultrasound System; ACUSON Origin Diagnostic Ultrasound System; ACUSON Origin ICE Diagnostic Ultrasound System,"Siemens Medical Solutions USA, Inc.",Radiology,IYN
8/20/25,K251590,Methinks CTA Stroke,Methinks Software S.L.,Radiology,QAS
8/20/25,K251837,Salix Coronary Plaque (V1.0.0),Artrya Limited,Radiology,QIH
8/15/25,K243851,CHLOE BLAST,Fairtility Ltd.,Obstetrics and Gynecology,PBH
8/15/25,K250818,Nerveblox,Smart Alfa Teknoloji San. Ve Tic. A.S.,Anesthesiology,QRG
8/15/25,K251747,VEA Align; spineEOS,EOS imaging,Radiology,QIH
8/12/25,K250755,DS Core Diagnosis,Dentsply Sirona Inc.,Radiology,QIH
8/12/25,K251494,Eko Foundation Analysis Software with Transformers (EFAST),"Eko Health, Inc.",Cardiovascular,DQD
8/11/25,K251873,Saige-Dx,"DeepHealth, Inc.",Radiology,QDQ
8/7/25,K251629,UNiD Spine Analyzer,Medicrea International S.A.S. (Medtronic),Radiology,QIH
8/6/25,K250569,Cardiologs Holter Platform,Philips France Commercial,Cardiovascular,DPS
8/5/25,K250246,uMR Jupiter,"Shanghai United Imaging Healthcare Co., Ltd.",Radiology,LNH
8/1/25,K250941,Revolution Vibe,"GE Medical Systems, LLC",Radiology,JAK
7/31/25,K243341,Genius AI Detection 2.0,"Hologic, Inc.",Radiology,QDQ
7/31/25,K250738,YSIO X.pree,Siemens Medical Solutions,Radiology,KPR
7/31/25,DEN240068,ArteraAI Prostate,Artera Inc.,Pathology,SFH
7/30/25,K243919,Voxel Dosimetry (00859873006226),Hermes Medical Solutions AB,Radiology,QIH
7/28/25,K250652,ECG-AI Low Ejection Fraction (LEF) 12-Lead algorithm (1010),"Anumana, Inc.",Cardiovascular,QYE
7/25/25,K251322,Venue; Venue Go; Venue Fit; Venue Sprint,"GE Medical Systems Ultrasound and Primary care Diagnostics,",Radiology,IYN
7/24/25,K251455,EPIQ Series Diagnostic Ultrasound System; Affiniti Series Diagnostic Ultrasound System,Philips Ultrasound LLC,Radiology,IYN
7/23/25,K243681,Neuro Insight V1.0,Olea Medical S.A.S.,Radiology,LLZ
7/22/25,K250686,GyriCalc (Version 1.0.0),NeuroSpectrum Insights Corp.,Radiology,LLZ
7/22/25,K250901,"Vantage Fortian/Orian 1.5T, MRT-1550, V10.0 with AiCE Reconstruction Processing Unit for MR",Canon Medical Systems Corporation,Radiology,LNH
7/18/25,K250902,HeartFlow Analysis,"HeartFlow, Inc.",Cardiovascular,PJA
7/18/25,K250999,V8 Diagnostic Ultrasound System; cV8 Diagnostic Ultrasound System; V7 Diagnostic Ultrasound System; cV7 Diagnostic Ultrasound System; V6 Diagnostic Ultrasound System; cV6 Diagnostic Ultrasound System; V5 Diagnostic Ultrasound System; cV5 Diagnostic Ultrasound System; V4 Diagnostic Ultrasound System; cV4 Diagnostic Ultrasound System,"Samsung Medison Co., Ltd.",Radiology,IYN
7/17/25,K243547,uMR Ultra,"Shanghai United Imaging Healthcare Co., Ltd.",Radiology,LNH
7/17/25,K251839,uMI Panvivo (uMI Panvivo); uMI Panvivo (uMI Panvivo S),"Shanghai United Imaging Healthcare Co., Ltd.",Radiology,KPS
7/16/25,K251342,EchoPAC Software Only / EchoPAC Plug-in,GE Medical Systems Ultrasound and Primary Care Diagnostics,Radiology,QIH
7/16/25,K251151,Rapid CTA 360,iSchemaView,Radiology,QAS
7/16/25,K243397,uMR 680,"Shanghai United Imaging Healthcare Co., Ltd.",Radiology,LNH
7/15/25,K250119,Tempus ECG-Low EF,"Tempus AI, Inc.",Cardiovascular,QYE
7/14/25,K251096,PeekMed web,"Peek Health, S.A.",Radiology,QIH
7/14/25,K250660,LUMINOS Q.namix T; LUMINOS Q.namix R,Siemens Medical Solutions,Radiology,OWB
7/10/25,K251169,Vivid Pioneer,GE Medical Systems Ultrasound and Primary Care Diagnostics,Radiology,IYN
7/8/25,K251766,TumorSight Viz,"SimBioSys, Inc.",Radiology,QIH
7/7/25,K243884,TAVIPILOT,Caranx Medical,Radiology,OWB
7/3/25,K243679,MammoScreen® (4),Therapixel,Radiology,QDQ
7/3/25,K251528,syngo.via MI Workflows; Scenium; syngo MBF,"Siemens Medical Solutions USA, Inc.",Radiology,QIH
7/1/25,K243779,Bunkerhill Abdominal Aortic Quantification (AAQ),BunkerHill Health,Radiology,QIH
7/1/25,K250221,StrokeSENS ASPECTS Software Application,Circle Cardiovascular Imaging Inc.,Radiology,POK
7/1/25,K250096,Felix NeuroAI  System,Fasikl Incorporated,Neurology,QBC
6/30/25,K250670,EchoConfidence (USA),Mycardium AI Limited,Radiology,QIH
6/30/25,K243647,Synapse PACS (7.5),FUJIFILM Healthcare Americas Corporation,Radiology,QIH
6/30/25,K250484,PIUR tUS inside,PIUR Imaging GmbH,Radiology,QIH
6/27/25,K243144,X100/X100HT with Full Field Peripheral Blood Smear (PBS) Application,"Scopio Labs , Ltd.",Hematology,JOY
6/27/25,K250984,Maestro System (REF100),Moon Surgical,Gastroenterology-Urology,QZB
6/27/25,K243144,X100/X100HT with Full Field Peripheral Blood Smear (PBS) Application,Scopio Labs Ltd.,Hematology,JOY
6/24/25,K250268,HyperSnap Surgical System (HSS),Hypervision Surgical,Gastroenterology-Urology,SFE
6/24/25,K250268,HyperSnap Surgical System (HSS),Hypervision Surgical,Gastroenterology-Urology,SFE
6/20/25,K250151,Us2.ca,Eko.ai Pte. Ltd. d/b/a Us2.ai,Cardiovascular,SDJ
6/20/25,K250877,TMINI Miniature Robotic System,"THINK Surgical, Inc.",Neurology,OLO
6/20/25,K250151,Us2.ca,Eko.Ai Pte Ltd. D/B/A Us2.Ai,Cardiovascular,SDJ
6/19/25,K250515,EpiMonitor,Empatica  Srl,Neurology,POS
6/18/25,K243253,6600 Ultrasound System (MyLabA50); 6600 Ultrasound System (MyLabA70),Esaote S.p.A.,Radiology,IYN
6/18/25,K250886,EPIQ Series Diagnostic Ultrasound Systems; Affiniti Series Diagnostic Ultrasound Systems,Philips Ultrasound LLC,Radiology,IYN
6/18/25,K243672,CardIQ Suite,GE Medical Systems SCS,Radiology,JAK
6/17/25,K250440,"RT Elements  (4.5); (Elements) Multiple Brain Mets SRS; (Elements) Cranial SRS; (Elements) Spine SRS; (Elements) Cranial SRS w/ Cones; (Elements) RT Planning Platform; (Elements) Dose Review; (Elements) Retreatment Review; Elements Segmentation [Cranial , Basal Ganglia, Head & Neck, Pelvic, Spine, Thoracic & Spine, Extracranial] RT; Elements AI Tumor Segmentation RT; Elements SmartBrush [Angio, Spine] RT; Elements Object Management RT",Brainlab AG,Radiology,MUJ
6/16/25,K250436,MAGNETOM Flow.Ace; MAGNETOM Flow.Plus,Siemens Shenzhen Magnetic Resonance Ltd.,Radiology,LNH
6/16/25,K250443,MAGNETOM Avanto Fit; MAGNETOM Skyra Fit; MAGNETOM Sola Fit; MAGNETOM Viato.Mobile,Siemens Healthcare GmbH,Radiology,LNH
6/16/25,K250436,MAGNETOM Flow.Ace; MAGNETOM Flow.Plus,"Siemens Shenzhen Magnetic Resonance , Ltd.",Radiology,LNH
6/16/25,K250443,MAGNETOM Avanto Fit; MAGNETOM Skyra Fit; MAGNETOM Sola Fit; MAGNETOM Viato.Mobile,Siemens Healthcare GmbH,Radiology,LNH
6/16/25,K250685,Methinks NCCT Stroke,Methinks Software S.L.,Radiology,QAS
6/15/25,K240795,Withings ECG App,Withings,Cardiovascular,QDA
6/15/25,K240795,Withings ECG App,Withings,Cardiovascular,QDA
6/13/25,K243633,Brainlab Elements (7.0); Brainlab Elements Image Fusion (5.0); Brainlab Elements Image Fusion Angio (1.0); Brainlab Elements Contouring (5.0); Brainlab Elements Fibertracking (3.0); Brainlab Elements BOLD MRI Mapping (1.0),Brainlab AG,Radiology,QIH
6/12/25,K243234,Second Opinion® CS,Pearl Inc.,Radiology,MYN
6/12/25,K243234,Second Opinion® CS,"Pearl, Inc.",Radiology,MYN
6/12/25,K251153,Aurora,Ge Medical Systems Israel,Radiology,KPS
6/12/25,K251153,Aurora,GE Medical Systems Israel,Radiology,KPS
6/10/25,K250354,"Viz Subdural+, Viz SUBDURAL PLUS","Viz.ai, Inc.",Radiology,QIH
6/6/25,K242737,Empatica Health Monitoring Platform; EmbracePlus; Empatica Care; Care Portal,Empatica S.r.l.,Cardiovascular,MWI
6/6/25,K251009,Cirrus Resting State fMRI Software,"Sora Neuroscience, Inc.",Radiology,QIH
6/6/25,K242737,Empatica Health Monitoring Platform; EmbracePlus; Empatica Care; Care Portal,Empatica S.R.L.,Cardiovascular,MWI
6/5/25,K251456,BrightHeart View Classifier,BrightHeart,Radiology,QIH
6/5/25,K243667,Sonic DL,"GE Medical Systems, LLC",Radiology,LNH
6/4/25,K250749,PhysCade System,"Physcade, Inc.",Cardiovascular,DQK
6/4/25,K251397,"Ingenia, Ingenia CX, Ingenia Elition, Ingenia Ambition, BlueSeal, MR 5300 and MR 7700 MR System",Philips Medical Systems Nederland B.V.,Radiology,LNH
6/4/25,K243810,TraumaCad Neo (1.1),Brainlab Ltd.,Radiology,QIH
6/4/25,K250749,PhysCade System,"PhysCade, Inc.",Cardiovascular,DQK
6/4/25,K251397,"Ingenia, Ingenia CX, Ingenia Elition, Ingenia Ambition, BlueSeal, MR 5300 and MR 7700 MR System",Philips Medical Systems Nederland B.V.,Radiology,LNH
5/30/25,K243005,AudaxCeph Cephalogram Analysis Software,Audax d.o.o.,Radiology,QIH
5/30/25,DEN240047,Allix5,"Clairity, Inc.",Radiology,SEZ
5/30/25,K242830,LensHooke X3 PRO Semen Quality Analyzer; LensHooke X3 PRO SE Semen Quality Analyzer,"Bonraybio Co., LTD.",Hematology,POV
5/30/25,K250236,Swoop® Portable MR Imaging® System (V2),"Hyperfine, Inc.",Radiology,LNH
5/30/25,K243863,Opulus Lymphoma Precision,"Roche Molecular Systems, Inc.",Radiology,QIH
5/30/25,K251406,BriefCase-Triage,"Aidoc Medical, Ltd.",Radiology,QAS
5/29/25,K250543,Voluson Performance 16; Voluson Performance 18,GE Medical Systems Ultrasound and Primary care Diagnostics,Radiology,IYN
5/28/25,K243378,Rapid MLS,iSchemaview Inc.,Radiology,QIH
5/28/25,K250427,TAIMedImg DeepMets,"Taiwan Medical Imaging Co., Ltd.",Radiology,QKB
5/28/25,K250367,CoLumboX,Smart Soft Healthcare AD,Radiology,QIH
5/27/25,K250932,DeepRhythmAI,Medicalgorithmics S.A.,Cardiovascular,DQK
5/23/25,K250005,Clever One,"Ewoosoft Co., Ltd",Radiology,QIH
5/23/25,K243989,Second Opinion® 3D,"Pearl, Inc.",Radiology,QIH
5/23/25,K243937,Accuro 3S,"Rivanna Medical, Inc.",Radiology,IYO
5/23/25,K242594,DEEPECHO,DeepEcho,Radiology,IYN
5/21/25,K251276,Swoop® Portable MR Imaging® System,"Hyperfine, Inc.",Radiology,LNH
5/21/25,K243866,InVision Precision Cardiac Amyloid,InVision Medical Technology Corporation,Cardiovascular,SDJ
5/21/25,K243762,Synapse 3D Base Tools (V7.0),FUJIFILM Corporation,Radiology,QIH
5/21/25,K243793,EPIQ Series Diagnostic Ultrasound System; Affiniti Series Diagnostic Ultrasound System,Philips Ultrasound LLC,Radiology,IYN
5/21/25,K243122,uMR Omega,"Shanghai United Imaging Healthcare Co., Ltd.",Radiology,LNH
5/20/25,K250370,SCENARIA View Phase 5.0,FUJIFILM Corporation,Radiology,JAK
5/16/25,K243617,uCT ATLAS Astound with uWS-CT-Dual Energy Analysis; uCT ATLAS with uWS-CT-Dual Energy Analysis,"Shanghai United Imaging Healthcare Co.,Ltd.",Radiology,JAK
5/16/25,K241671,6450 Ultrasound System (MyLabE80); 6450 Ultrasound System (MyLabE85),Esaote S.p.A.,Radiology,IYN
5/16/25,K240554,InferRead Lung CT.AI,"Infervision Medical Technology Co., Ltd.",Radiology,OEB
5/16/25,K250086,OTS Hip,Ortoma AB,Neurology,OLO
5/14/25,K242624,Medical Image Post-processing Software (uOmnispace.CT),"Shanghai United Imaging Healthcare Co., Ltd.",Radiology,QIH
5/14/25,K242437,Smile Dx®,"Cube Click, Inc.",Radiology,MYN
5/9/25,K243812,Volta AF-Xplorer,Volta Medical,Cardiovascular,DQK
5/9/25,K243230,Second Opinion® BLE,Pearl Inc.,Radiology,QIH
5/9/25,K242388,LensHooke X12 PRO Semen Analysis System,"Bonraybio Co., LTD.",Hematology,POV
5/9/25,K251110,EPIQ Series Diagnostic Ultrasound Systems; Affiniti Series Diagnostic Ultrasound Systems,Philips Ultrasound LLC,Radiology,IYN
5/9/25,K251126,SKOUT system,Iterative Health,Gastroenterology-Urology,QNP
5/8/25,K250226,Clarius Median Nerve AI,Clarius Mobile Health Corp.,Radiology,QIH
5/7/25,K243684,BrightHeart View Classifier,BrightHeart,Radiology,QIH
5/5/25,K243893,Second Opinion® Pediatric,"Pearl, Inc.",Radiology,MYN
5/2/25,K242583,AT-Patch (ATP-C130/ATP-C70),"ATsens Co.,Ltd.",Cardiovascular,DSH
5/2/25,K251071,Fetal EchoScan (v1.1),BrightHeart,Radiology,POK
5/1/25,K250087,Vscan Air,GE Medical Systems Ultrasound and Primary Care Diagnostics,Radiology,IYN
4/30/25,K250328,UltraExtend NX CUW-U001S V2.0 Ultrasound Image Analysis Program,Canon Medical Systems Corporation,Radiology,QIH
4/30/25,P230022,"Jewel Patch Wearable Cardioverter Defibrillator (P-WCD) (Jewel), Jewel P-WCD Firmware, Device Accessories Skin Preparati","Element Science, Inc.",Cardiovascular,MVK
4/28/25,K243376,uAngio AVIVA CX,"Shanghai United Imaging Healthcare Co.,Ltd.",Radiology,OWB
4/24/25,K243239,Lung AI (LAI001),Exo Inc,Radiology,MYN
4/23/25,K250831,Annalise Enterprise,Annalise-AI,Radiology,QFM
4/21/25,K243651,VersaViewer,GE Medical Systems SCS,Radiology,LLZ
4/17/25,K243878,CLARUS (700),"Carl Zeiss Meditec, Inc.",Ophthalmic,QER
4/17/25,K242129,VitalRhythm,"VitalConnect, Inc.",Cardiovascular,DQK
4/16/25,K243853,Clarius Prostate AI,Clarius Mobile Health Corp.,Radiology,QIH
4/16/25,K242500,LARALAB,LARALAB GmbH,Radiology,QIH
4/15/25,K250650,SpotLight / SpotLight Duo with Low Dose Lung Cancer Screening Option,Arineta Ltd.,Radiology,JAK
4/11/25,K242600,Second Opinion Periapical Radiolucency Contours,Pearl Inc.,Radiology,MYN
4/11/25,K243558,Canvas Dx,"Cognoa, Inc.",Neurology,QPF
4/11/25,K250416,GBrain MRI,"Galileo CDS, Inc",Radiology,QIH
4/11/25,K242748,Oncospace,"Oncospace, Inc.",Radiology,MUJ
4/11/25,K243558,Canvas Dx,"Cognoa, Inc.",Neurology,QPF
4/11/25,K242748,Oncospace,"Oncospace, Inc.",Radiology,MUJ
4/11/25,K242600,Second Opinion Periapical Radiolucency Contours,"Pearl, Inc.",Radiology,MYN
4/10/25,K250754,cmAngio® (V1.6),"CureMetrix, Inc.",Radiology,QIH
4/10/25,K250177,EPIQ Series Diagnostic Ultrasound System; Affiniti Series Diagnostic Ultrasound System,Philips Ultrasound LLC,Radiology,IYN
4/10/25,K243145,syngo.CT LVO Detection,"Siemens Medical Solutions USA, Inc.",Radiology,QAS
4/9/25,K243743,autoSCORE (V 2.0.0),Holberg Eeg AS,Neurology,OMB
4/9/25,K243743,autoSCORE (V 2.0.0),Holberg EEG AS,Neurology,OMB
4/8/25,K242295,BunkerHill BMD,Bunkerhill Health,Radiology,KGI
4/8/25,K242295,BunkerHill BMD,BunkerHill Health,Radiology,KGI
4/7/25,K243567,Tyto Insights for Rhonchi Detection,Tyto Care Ltd.,Anesthesiology,PHZ
4/7/25,K243567,Tyto Insights for Rhonchi Detection,"Tyto Care , Ltd.",Anesthesiology,PHZ
4/4/25,K243769,QFR (3.0),Qfr Solutions BV,Radiology,QHA
4/4/25,K240398,"RayStation 2023B, RayPlan 2023B, RayStation 2024A, RayPlan 2024A, RayStation 2024A SP3, RayPlan 2024A SP3",RaySearch Laboratories AB (PUBL),Radiology,MUJ
4/4/25,K241982,DeepFoqus (DeepFoqus-Accelerate),Foqus Technologies Inc.,Radiology,QIH
4/4/25,K242807,HeartFocus (V.1.1.1),Deski,Radiology,QJU
4/4/25,K240398,"RayStation 2023B, RayPlan 2023B, RayStation 2024A, RayPlan 2024A, RayStation 2024A SP3, RayPlan 2024A SP3",RaySearch Laboratories AB (publ),Radiology,MUJ
4/4/25,K243769,QFR (3.0),QFR Solutions bv,Radiology,QHA
4/3/25,K242551,syngo Dynamics (Version VA41D),Siemens Healthcare GmbH,Radiology,QIH
4/2/25,K241984,Hi-D Imaging 4TAVR,Hi-D Imaging AG,Radiology,QIH
